id,case_id,year,height,width,size_inchsqr,price_usd,meanprice_year,min_price,max_price,medianprice_year,cnt_mean,cnt_max,cnt_median,cot_mean,cot_max,cot_median,ranking,fest_biennal,private_inst,public_inst,solo_show,group_show,age,estimate_min_usd,estimate_max_usd,estimate_center_usd,log10_estimate_geo_mean_usd,estimate_range_usd,Country - Austria,Country - China,Country - Dutch,Country - France,Country - Germany,Country - Japan,Country - Others,Country - Swiss,Country - UK,Country - USA,Continent - East Asia,Continent - Europe,Continent - North America,Continent - Others,Tier - 1,Tier - 2,Tier - 3,Tier - 4,Living - Argentina,Living - Australia,Living - Austria,Living - Brazil,Living - China,Living - Denmark,Living - Dutch,Living - France,Living - Germany,Living - India,Living - Italia,Living - Japan,Living - Mexico,Living - Norway,Living - Others,Living - South Africa,Living - Sweden,Living - Swiss,Living - Taiwan,Living - UK,Living - USA,price_usd_prev_5_mean,price_usd_prev_5_median,price_usd_prev_5_max,price_usd_prev_10_mean,price_usd_prev_10_median,price_usd_prev_10_max,price_same_size_prev_5_max,price_same_size_prev_5_mean,price_same_size_prev_5_median,price_same_size_prev_10_max,price_same_size_prev_10_mean,price_same_size_prev_10_median,matched_genre,matched_country,gender_NA,gender_female,gender_male,edu_NA,edu_abroad,edu_both,edu_domestic,degree_NA,grad,no_degree,undergrad,elite_school,elite_school_NA,non_elite_school,elite_award_not_received,elite_award_received,artwork_order,cnt_min,cot_min,Genre___Photography,Genre___Print,Genre___Sculpture,Genre___Painting,Genre___Others,price_usd_prev_5_min,price_usd_prev_10_min,price_same_size_prev_5_min,price_same_size_prev_10_min,eventdate,train
16,55626,1998,98,120,11760,8441,5.8461204,0.6777703,54.959076,2.7683642,1.3783981,3.0507717,1.1428546,1.3783981,3.0507717,1.1428546,351,0,2,4,2,4,65,7673.636364,8952.575758,8313.106061,3.91847461,1278.939394,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10767.4,10000,16000,13050.42857,10000,31572,76657.94573,42488.54249,52153.90656,441326.6928,95201.43058,52153.90656,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,15,0.6777703,0.6777703,0,0,0,1,1,3800,3200,7970.578728,7970.578728,27/04/1998,1
17,60961,1998,40,30,1200,2941,18.148842,1.9463975,171.28572,8.47673,5.1634226,8.511962,4.392473,33.836952,171.28572,9.45598,130,0,2,11,2,11,63,1534.434783,1918.043478,1726.23913,3.234403441,383.6086957,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10933.4,9377,26401,9561.75,7330.5,26401,16811.3088,7048.625328,6168.31164,16811.3088,6007.41882,5058.27816,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,43,2.5858333,2.5858333,0,0,0,1,1,7500,3750,6168.31164,2484.77244,27/04/1998,1
18,40696,1998,81,40,3240,4604,15.536761,1.0285088,366.39584,4.595819,1.4993827,1.4993827,1.4993827,9.35534,30.077656,2.9221609,84,0,1,9,1,7,62,3197.222222,3836.666667,3516.944444,3.544363446,639.4444444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80086.8,42500,250000,76509.5,27907,250000,6017467.32,1266385.6,12034.91261,6017467.32,815234.0132,12640.20584,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,55,1.4993827,1.4993827,0,0,0,1,1,3636,3636,7001.99964,7001.99964,27/04/1998,1
19,55625,1998,103,58,5974,3837,5.8461204,0.6777703,54.959076,2.7683642,1.3783981,3.0507717,1.1428546,1.3783981,3.0507717,1.1428546,351,0,2,4,2,4,65,5116,6395,5755.5,3.757385542,1279,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15629,12500,31572,15629,12500,31572,224190.9577,71633.86764,27961.58479,224190.9577,71633.86764,27961.58479,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,14,0.6777703,0.6777703,0,0,0,1,1,3200,3200,9005.56843,4484.430295,27/04/1998,1
20,85531,1998,20,14,280,4736,30.336014,0.8954451,163.2807,17.898077,17.85,17.85,17.85,30.314548,163.2807,18.801311,761,0,1,5,2,4,71,5412.571429,8118.857143,6765.714286,3.82144927,2706.285714,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28390.2,34895,41542,31751.28571,34895,76668,7521.44904,5537.256928,5230.55064,8366.03292,5403.18824,5230.55064,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,57,17.85,0.8954451,0,0,1,0,0,5390,3675,1856.196552,1099.028364,23/05/1998,1
21,42063,1998,20,28,560,4683,7.5682483,4.832656,11.163949,7.138194,7.138194,8.825,7.138194,7.5682483,11.163949,7.138194,526,0,1,6,0,7,68,4683,6021,5352,3.725096392,1338,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,2,5.451389,4.832656,1,0,0,0,0,68064,68064,7647.27656,7647.27656,16/06/1998,1
22,55632,1998,103,58,5974,5096,5.8461204,0.6777703,54.959076,2.7683642,1.3783981,3.0507717,1.1428546,1.3783981,3.0507717,1.1428546,351,0,2,4,2,4,65,3822,5096,4459,3.644760051,1274,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10455.6,9000,16000,12474.25,9500,31572,38941.71495,16602.96165,9005.56843,224190.9577,42882.05614,17749.69909,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,24,0.6777703,0.6777703,0,0,0,1,1,3380,3380,8277.826503,4048.999772,27/10/1998,1
23,82216,1998,51,39,1989,20638,6.856052,2.699248,11.684492,6.6966314,9.706102,10.949221,9.706102,6.856052,11.684492,6.6966314,104,0,4,7,5,6,60,12739.50617,14013.45679,13376.48148,4.125848936,1273.950617,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9880.2,10047,16501,13772.5,11628.5,33234,16515.0111,8913.503287,9762.674934,16515.0111,9956.522609,10049.10714,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,16,8.462985,2.699248,1,0,0,0,0,1846,1846,9093.804864,1854.345893,27/10/1998,1
24,27381,1998,29,40,1160,26754,40.004593,3.0276973,882.49493,14.022927,20.502533,24.337069,20.502533,64.58464,882.49493,16.668,82,0,5,8,5,8,61,7644,10192,8918,3.945790047,2548,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93730.2,22354,350637,80466,16677,350637,1023694.119,284652.3369,114966.7242,1023694.119,172868.0011,52701.87574,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,113,16.668,3.0276973,0,0,1,0,0,3500,3500,6714.54516,6714.54516,27/10/1998,1
25,517,1998,35,46,1610,4331,9.459427,0.7874174,56.18533,2.8385093,2.8385093,2.8385093,2.8385093,9.459427,56.18533,2.8385093,218,0,3,6,2,7,63,3821.470588,5095.294118,4458.382353,3.64469989,1273.823529,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,11,2.8385093,0.7874174,1,0,0,0,0,1664,1664,1267.742014,1267.742014,27/10/1998,1
26,77857,1998,29,41,1189,8408,12.475829,4.0454164,24.353846,12.783424,7.4617324,7.4617324,7.4617324,9.586901,22.610806,6.7573767,562,0,3,2,1,4,50,11465.45455,12739.39394,12102.42424,4.082270022,1273.939394,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5852.2,7425,8586,5803,7425,9511,17112.14151,15551.27688,16992.79206,17112.14151,13348.24823,16864.69099,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,27,7.4617324,4.0454164,0,0,1,0,0,1260,1260,13515.98247,5599.623679,27/10/1998,1
27,27380,1998,20,25,500,7898,40.004593,3.0276973,882.49493,14.022927,20.502533,24.337069,20.502533,64.58464,882.49493,16.668,82,0,5,8,5,8,61,5095.483871,6369.354839,5732.419355,3.755640438,1273.870968,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93152.4,22354,350637,81576.2,20677,350637,441247.465,122380.0909,49554.6225,441247.465,74192.74632,22716.32575,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,114,16.668,3.0276973,0,0,1,0,0,3500,3500,2894.2005,2894.2005,27/10/1998,1
28,57819,1999,38,31,1178,7920,216.46677,2.6666667,8610.552,15.417917,5.0639663,6.9465194,5.3213396,6.2161083,10.824676,6.387778,51,0,6,14,6,14,69,4800,6000,5400,3.729696244,1200,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11742.4,4500,40000,20621.2,10506,90000,51154.52749,16928.94605,10513.42854,282511.7649,45477.41851,16370.21954,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,207,2.6666667,2.6666667,0,0,0,1,1,3360,3360,3141.333373,3141.333373,27/04/1999,1
29,82225,1999,46,37,1702,17400,7.8408756,2.75,16.015276,7.231517,11.9151325,16.015276,10.563455,7.8408756,16.015276,7.231517,142,0,2,4,3,3,61,12000,15000,13500,4.127636253,3000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11365.8,10047,20638,14753.28571,13210,33234,18635.57414,8528.056416,8353.983277,18635.57414,9964.961994,8844.187019,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,19,9.166667,2.75,1,0,0,0,0,1846,1846,5591.335852,5591.335852,27/04/1999,1
30,75525,1999,14,12,168,9480,33.455944,9.260504,61.50595,31.492142,58.30357,58.30357,58.30357,29.597883,58.30357,15.301042,1137,0,3,4,3,3,64,1800,2400,2100,3.317741873,600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14000,14000,14000,14000,14000,14000,424.3953672,424.3953672,424.3953672,424.3953672,424.3953672,424.3953672,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,7,58.30357,15.189036,1,0,0,0,0,4000,4000,424.3953672,424.3953672,27/04/1999,1
31,61003,1999,31,29,899,4800,11.913563,0.84741515,165.30952,4.417717,6.420484,10.0375,5.5172415,28.53955,165.30952,6.6466665,104,0,4,12,4,12,64,2400,3600,3000,3.468256871,1200,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26891.4,8000,110000,18473.9,6642,110000,14797.29547,7029.359465,4621.09347,14797.29547,6144.057806,4566.495987,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,71,3.7067099,1.6813186,0,0,0,1,1,3000,3000,1935.347152,1749.811352,27/04/1999,1
32,21090,1999,12,17,204,5520,36.444798,3.1801732,127.48052,33.516106,27.960785,27.960785,27.960785,15.914916,27.960785,15.914916,104,0,6,15,0,20,70,1800,2400,2100,3.317741873,600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,23,27.960785,3.8690476,0,0,1,0,0,4500,4500,791.33334,791.33334,27/04/1999,1
33,57820,1999,34,24,816,3360,216.46677,2.6666667,8610.552,15.417917,5.0639663,6.9465194,5.3213396,6.2161083,10.824676,6.387778,51,0,6,14,6,14,69,2400,3000,2700,3.428666248,600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14602.4,7012,40000,24701.2,15000,90000,35434.71514,13562.60129,10267.99973,195695.7557,33939.8127,13722.8809,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,206,2.6666667,2.6666667,0,0,0,1,1,3840,3840,2176.000027,2176.000027,27/04/1999,1
34,85590,1999,39,41,1599,30000,24.136158,2.0509317,70.43257,19.832983,19.385866,19.385866,19.385866,23.833624,70.43257,19.832983,416,0,4,7,5,5,72,18000,21000,19500,4.2887459,3000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36701.8,8308,149256,38013.4,26110.5,149256,102498.6983,41853.21002,28542.15,102498.6983,36630.12481,29272.65555,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,86,19.385866,2.0509317,1,0,0,0,0,1749,1749,24113.26219,10262.7018,27/04/1999,1
35,57818,1999,48,31,1488,3840,216.46677,2.6666667,8610.552,15.417917,5.0639663,6.9465194,5.3213396,6.2161083,10.824676,6.387778,51,0,6,14,6,14,69,1800,2400,2100,3.317741873,600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12074.4,5500,40000,24637.2,15000,90000,64616.24525,21471.59228,13280.12026,356856.9662,61948.20688,25024.07693,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,205,2.6666667,2.6666667,0,0,0,1,1,7000,4200,9551.220974,5941.275686,27/04/1999,1
36,45867,1999,9,16,144,2880,173.23476,6.354691,1483.3005,121.3694,20.666666,20.666666,20.666666,179.00893,1483.3005,121.33929,8,0,9,20,10,17,67,3600,4320,3960,3.595893124,720,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31029.8,17514,100080,160843.3,61870,1094544,19496.4912,15206.23829,14976,46836.78192,17126.70417,13683.77539,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,102,20.666666,6.354691,0,0,1,0,0,7672,3167,17472.85776,7362,05/10/1999,1
37,6257,1999,26,35,910,5057,4.1120996,2.0607078,5.7417583,3.8459785,4.7938685,5.7417583,4.7938685,4.1120996,5.7417583,3.8459785,165,0,6,6,4,8,45,5446,7780,6613,3.813528617,2334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,6,3.8459785,2.0607078,1,0,0,0,0,5070,5070,1070.388137,1070.388137,13/10/1999,1
